Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7005","May","6125","Value","","99.021853","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7006","June","6125","Value","","99.645656","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7007","July","6125","Value","","100.619788","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7008","August","6125","Value","","101.094157","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7009","September","6125","Value","","100.770016","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7010","October","6125","Value","","100.620223","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7011","November","6125","Value","","100.741596","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7012","December","6125","Value","","101.886467","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7001","January","6125","Value","","102.906335","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7002","February","6125","Value","","103.017515","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7003","March","6125","Value","","103.119168","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7004","April","6125","Value","","103.051093","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7005","May","6125","Value","","103.552146","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7006","June","6125","Value","","104.35282","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7007","July","6125","Value","","104.813572","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7008","August","6125","Value","","104.596496","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7009","September","6125","Value","","104.594687","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7010","October","6125","Value","","104.542479","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7011","November","6125","Value","","105.520341","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2016","2016","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7012","December","6125","Value","","105.771774","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7001","January","6125","Value","","106.299227","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7002","February","6125","Value","","106.291503","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7003","March","6125","Value","","105.627614","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7004","April","6125","Value","","105.295235","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7005","May","6125","Value","","105.658153","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7006","June","6125","Value","","106.052974","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7007","July","6125","Value","","106.1966","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7008","August","6125","Value","","106.063163","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7009","September","6125","Value","","106.137299","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7010","October","6125","Value","","106.08621","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7011","November","6125","Value","","106.357701","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2017","2017","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7012","December","6125","Value","","106.369009","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7001","January","6125","Value","","106.9475","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7002","February","6125","Value","","109.027324","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7003","March","6125","Value","","108.922778","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7004","April","6125","Value","","108.989399","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7005","May","6125","Value","","109.251348","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7006","June","6125","Value","","109.75673","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7007","July","6125","Value","","110.371505","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7008","August","6125","Value","","110.35647","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7009","September","6125","Value","","110.195822","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7010","October","6125","Value","","110.435956","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7011","November","6125","Value","","110.494507","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2018","2018","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7012","December","6125","Value","","110.915921","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7001","January","6125","Value","","111.67327","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7002","February","6125","Value","","111.409818","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7003","March","6125","Value","","110.654606","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7004","April","6125","Value","","110.800922","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7005","May","6125","Value","","111.323582","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7006","June","6125","Value","","111.666073","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7007","July","6125","Value","","111.893588","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7008","August","6125","Value","","112.110453","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7009","September","6125","Value","","112.356772","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7010","October","6125","Value","","112.727054","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7011","November","6125","Value","","113.103688","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2019","2019","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7012","December","6125","Value","","113.837805","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7001","January","6125","Value","","115.608227","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7002","February","6125","Value","","116.028904","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7003","March","6125","Value","","115.289056","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7004","April","6125","Value","","116.337578","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7005","May","6125","Value","","116.319567","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7006","June","6125","Value","","116.678702","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7007","July","6125","Value","","116.369589","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7008","August","6125","Value","","116.092651","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7009","September","6125","Value","","115.922381","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7010","October","6125","Value","","116.176287","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7011","November","6125","Value","","116.905946","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2020","2020","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7012","December","6125","Value","","117.780001","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7001","January","6125","Value","","118.640988","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7002","February","6125","Value","","118.843347","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7003","March","6125","Value","","118.578169","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7004","April","6125","Value","","118.819508","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7005","May","6125","Value","","118.968762","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7006","June","6125","Value","","118.774561","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7007","July","6125","Value","","118.937283","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7008","August","6125","Value","","119.152738","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7009","September","6125","Value","","119.056607","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7010","October","6125","Value","","119.210285","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7011","November","6125","Value","","120.001245","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2021","2021","230131","Consumer Prices, Food Indices (2015 = 100), weighted average","7012","December","6125","Value","","121.049449","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","","83.67348","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","","83.86884","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","","84.423089","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","","84.176548","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","","84.37815","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","","84.351935","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","","84.785098","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","","85.519728","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","","86.128278","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","","87.028698","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","","86.42163","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2010","2010","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","","86.286189","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","","86.447221","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","","87.047033","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","","87.634362","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","","88.588069","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","","89.858223","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","","90.305742","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","","90.805689","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","","90.969842","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","","91.200322","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","","91.559945","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","","91.323113","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2011","2011","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","","90.521075","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","","91.438581","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","","91.765014","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","","92.323632","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","","92.644357","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","","91.827429","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","","91.959126","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","","91.971609","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","","92.954028","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","","93.20681","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","","93.023933","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","","92.799862","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2012","2012","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","","93.530905","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","","93.885525","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","","94.714543","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","","94.534586","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","","94.553493","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","","94.506109","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","","94.831948","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","","95.648799","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","","96.024866","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","","96.599324","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","","96.913037","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","","97.087849","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2013","2013","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","","97.835398","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","","98.302615","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","","98.396059","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","","98.302615","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","","98.622114","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","","98.95672","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","","99.241132","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","","99.482637","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","","99.701499","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","","100.100305","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","","99.7261","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","","99.443289","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2014","2014","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","","99.646028","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","","99.500592","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","","99.450842","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","","99.600018","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","","99.739458","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","","99.899041","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","","100.180022","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","","100.255836","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","","100.308746","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","","100.098097","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","","100.208205","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","","100.278551","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","035","South-eastern Asia","2015","2015","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","","100.316185","E","Estimated value","base year is 2015"
